eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
2.02E+11,2016,11,28,,0,,217,United States,1,North America,Ohio,Columbus,40.00329,-83.011421,1,0,,"11/28/2016: An assailant rammed his vehicle into a group of students and stabbed bystanders at Ohio State University in Columbus, Ohio, United States. At least 11 people were injured before a nearby police officer shot and killed the assailant. The assailant, identified as Abdul Razak Ali Artan, wrote on his Facebook page prior to the attack, ""If you want us Muslims to stop carrying lone wolf attacks, then make peace with the Islamic State group."" The Islamic State of Iraq and the Levant (ISIL) also claimed responsibility for the incident; however, Artan's connection to ISIL could not be confirmed.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,70,Student,Ohio State University,Students,217,United States,,,,,,,,,,,,,,,,,Jihadi-inspired extremists,,,,,,"An unaffiliated individual, identified as Abdul Razak Ali Artan, claimed responsibility for the incident and wrote on his Facebook page prior to the attack, ""If you want us Muslims to stop carrying lone wolf attacks, then make peace with the Islamic State group."" Sources also noted that Artan indicated that he felt uncomfortable when praying at Ohio State University.",0,,,1,1,0,1,7,"Posted to website, blog, etc.",,,,,,,,9,Melee,23,Knife or Other Sharp Object,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,A knife and a vehicle were used in the attack.,1,0,1,11,11,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Ohio State University attack: Suspect dead and nine injured,"" BBC, November 28, 2016.","""ISIS says Ohio State attacker was its 'soldier',"" Providence Journal, November 29, 2016.","""Ohio State attack: Terrorism eyed as police seek more info,"" Mail Online UK, November 29, 2016.",START Primary Collection,-9,-9,0,-9,
2.02E+11,2016,12,4,,0,,217,United States,1,North America,District of Columbia,Washington,38.908642,-77.015381,1,0,,"12/04/2016: An assailant opened fire inside Comet Ping Pong restaurant in Washington, District of Columbia, United States. There were no reported casualties, and the assailant was arrested at the scene. The assailant, identified as Edgar M. Welch, stated that he targeted Comet Ping Pong because he suspected that the human trafficking of children was occurring at the restaurant.",1,1,1,0,,,0,0,0,2,Armed Assault,,,,,1,Business,2,Restaurant/Bar/Café,Comet Ping Pong,Restaurant,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,"An unaffiliated individual, identified as Edgar M. Welch, claimed responsibility for the incident and stated that he targeted Comet Ping Pong restaurant because he wanted to look into an inaccurate Internet article, which stated that human trafficking of children was occurring at the restaurant.",0,,,1,1,1,1,8,Personal claim,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,5,Firearms,3,Handgun,,,,,,,,,An AR-15 assault rifle and a Colt .38-caliber revolver were used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),5744,"A computer system, a ping pong table, and locks were damaged in this attack.",0,,,,,,,,,,,,,,,,,"""The Comet Ping Pong Gunman Answers Our Reporter's Questions,"" The New York Times, December 7, 2016.","""Grand jury returns indictment against Edgar Welch in Comet Ping Pong incursion,"" The Washington Post, December 15, 2016.","""N.C. man told police he went to D.C. pizzeria with gun to investigate conspiracy theory,"" The Washington Post, December 5, 2016.",START Primary Collection,-9,-9,0,-9,
2.02E+11,2017,1,2,,0,,217,United States,1,North America,Illinois,Chicago,41.842602,-87.681229,1,0,The incident occurred on the West Side.,"01/02/2017: Four assailants tied up and tortured a mentally disabled person at a residence in the west side of Chicago, Illinois, United States. The victim was released after four hours. The attack was streamed on Facebook and the assailants shouted anti-Trump and anti-white profanities. Jordan Hill, Brittany Covington, Tesfaye Cooper, and Tanisha Covington were arrested on hate crime charges in connection with the incident.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilian,217,United States,,,,,,,,,,,,,,,,,Anti-White extremists,,,,,,"The specific motive is unknown; however, sources noted that the assailants made anti-white and anti-Trump statements during the attack.",0,,,1,4,4,1,8,Personal claim,,,,,,,,9,Melee,23,Knife or Other Sharp Object,9,Melee,22,"Hands, Feet, Fists",,,,,,,,,,0,0,0,1,1,0,0,,,,,1,1,1,4,,,,0,,,,,,2,Hostage(s) released by perpetrators,1,,"""4 Black Suspects Charged in Videotaped Beating of White Teenager in Chicago,"" Boston Globe, January 6, 2017.","""Singapore: Hate crimes charges over live-streamed Chicago assault,"" Channel NewsAsia Online, January 5, 2017.","""Australia: Chicago police charge four people over 'sickening attack' streamed live on Facebook,"" ABC Online, January 5, 2017.",START Primary Collection,-9,-9,0,-9,
2.02E+11,2017,1,6,,0,,217,United States,1,North America,Florida,Fort Lauderdale,26.071231,-80.145668,1,0,,"01/06/2017: An assailant opened fire at Fort Lauderdale-Hollywood International Airport in Fort Lauderdale, Florida, United States. At least five people were killed and six other people were injured in the assault. Esteban Santiago admitted that he had discussed his plans for the attack in various jihadi online chat rooms. Moreover, Santiago stated that the Central Intelligence Agency (CIA) was forcing him to view Islamic State of Iraq and the Levant (ISIL) videos.",1,1,1,1,4,Lack of Intentionality,0,1,0,2,Armed Assault,,,,,6,Airports & Aircraft,44,Airport,Fort Lauderdale-Hollywood International Airport,Airport,217,United States,,,,,,,,,,,,,,,,,Jihadi-inspired extremists,,,,,,"An unaffiliated individual, identified as Esteban Santiago, admitted that he had discussed his plans for the attack in various jihadi online chat rooms. Moreover, Santiago stated that the Central Intelligence Agency (CIA) was forcing him to view Islamic State of Iraq and the Levant (ISIL) videos.",0,,,1,1,1,1,8,Personal claim,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,A 9-mm pistol was used in the attack.,5,5,0,6,6,0,0,,,,,0,,,,,,,,,,,,,,,,"Casualty numbers conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here. There is doubt that this incident meets terrorism-related criteria. Sources noted that Santiago was diagnosed with schizophrenia. Additionally, Santiago claimed that the United States government was controling his mind and forcing him to watch Islamic State of Iraq and the Levant (ISIL) videos, while the Central Intelligence Agency (CIA) was forcing him to join the group.","""US veteran arrested over Fort Lauderdale shooting,"" Al Jazeera, January 7, 2017.","""Fort Lauderdale airport shooter's motives still not clear, FBI says,"" CBC, January 7, 2017.","""Fort Lauderdale Shooting Exposes Airport Security Gaps, Experts Say,"" Time, January 6, 2017.",START Primary Collection,-9,-9,0,-9,
2.02E+11,2017,1,20,,0,,217,United States,1,North America,Missouri,Kansas City,39.176086,-94.574127,1,0,,"01/20/2017: Assailants threatened a gay civilian with a gun and punched him outside his home in Kansas City, Missouri, United States. The civilian, identified as Gyo, was injured in the assault. The assailants also spray-painted homophobic slurs on the victim's vehicle during the incident.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,68,Named Civilian,Not Applicable,LGBTQ Civilian: Gyo,217,United States,,,,,,,,,,,,,,,,,Anti-LGBT extremists,,,,,,Anti-LGBT extremists claimed responsibility for the incident and spray-painted homophobic slurs on the victim's vehicle.,0,,,0,2,0,1,5,Note left at scene,,,,,,,,5,Firearms,5,Unknown Gun Type,9,Melee,22,"Hands, Feet, Fists",,,,,,,,,,0,0,0,1,1,0,1,3,Minor (likely < $1 million),-99,A vehicle was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Kansas City man traumatized after vandals write gay slur on his car, hold gun to his head,"" Fox 4 Kansas City, January 23, 2017.","""Gay couple targeted with hate crime at south Kansas City home,"" KSHB 41 Kansas City, January 22, 2017.",,START Primary Collection,-9,-9,0,-9,
2.02E+11,2017,1,31,,0,,217,United States,1,North America,Colorado,Denver,39.758968,-104.876305,1,0,The incident occurred at Wynkoop Plaza near Denver Union Station.,"01/31/2017: An assailant shot and killed Scott Von Lanken, a transit security guard, near Union Station in Denver, Colorado, United States. Joshua Cummings, a Muslim extremist, claimed responsibility for the incident and stated that he carried out the attack ""for the pleasure of Allah."" Cummings pledged allegiance to the Islamic State of Iraq and the Levant (ISIL) after his arrest, but he claimed that the attack was not in the name of ISIL.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,3,Police,25,Police Security Forces/Officers,Regional Transportation District,Security Guard: Scott Von Lanken,217,United States,,,,,,,,,,,,,,,,,Jihadi-inspired extremists,,,,,,"An unaffiliated individual, identified as Joshua Andrew Cummings, claimed responsibility for the incident and stated ""On the night in question, what I did do, I didn't do that for the Islamic State. I did that purely and solely for the pleasure of Allah."" Sources also noted that Cummings had pledged allegiance to the Islamic State of Iraq and the Levant (ISIL).",0,,,1,1,1,1,8,Personal claim,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,A handgun was used in the attack.,1,1,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Man Accused Of Killing RTD Guard: Actions Were 'For Pleasure Of Allah',"" CBS Local Denver, February 27, 2017.","""Denver Mosque Warned Feds About Murder Suspect's Alleged Radicalization,"" ABC News, February 2, 2017.","""Fountain Hills Church members remember former pastor who was gunned down in Denver,"" FOX 10 Phoenix, February 3, 2017.",START Primary Collection,-9,-9,0,-9,
2.02E+11,2017,2,22,,0,,217,United States,1,North America,Kansas,Olathe,38.853889,-94.781111,1,0,,"02/22/2017: An assailant opened fire on two Indian civilians at a bar in Olathe, Kansas, United States. Srinivas Kuchibhotla was killed and Alok Madasani was injured in the attack. In addition, Ian Grillot, a United States citizen, was shot and injured when he tried to intervene. Adam W. Purinton, a white extremist, claimed responsibility for the incident and stated that he had killed ""two Middle Eastern persons."" Moreover, prior to the attack Purinton screamed ""get out of my country"" at the victims.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,71,Race/Ethnicity Identified,Not Applicable,"Indian Civilians: Srinivas Kuchibhotla, Alok Madasani,",92,India,,,,,,,,,,,,,,,,,White extremists,,,,,,"An unaffiliated individual, identified as Adam W. Purinton, claimed responsibility for the incident and stated that he had killed ""two Middle Eastern persons."" Moreover, prior to the attack Purinton screamed ""get out of my country"" to the victims.",0,,,1,1,1,1,8,Personal claim,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,A handgun was used in the attack.,1,0,0,2,1,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Suspect apparently thought he shot 'Iranian people' in Kansas bar attack that killed Indian man,"" Los Angeles Times, February 27, 2017.","""Indian shot dead by American spewing racial slurs in Kansas,"" Times of India, February 24, 2017.","""Indian man killed, another wounded in suspected Kansas hate crime,"" Agence France-Presse Top News (English), t, February 24, 2017.",START Primary Collection,-9,-9,1,1,
2.02E+11,2017,3,3,,0,,217,United States,1,North America,Washington,Kent,47.403401,-122.174519,1,0,The incident occurred in East Hill neighborhood.,"03/03/2017: An assailant in a mask shouted ""Go back to your country"" and opened fire on a Sikh civilian outside his home in Kent, Washington, United States. The civilian was injured in the incident. No group claimed responsibility for the attack.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,69,Religion Identified,Not Applicable,Sikh Civilian: Deep Rai,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,"The specific motive is unknown; however, sources noted that the assailants yelled, ""Go back to your own country"" during the attack.",0,,,0,1,0,0,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,0,0,0,1,1,0,0,,,,,0,,,,,,,,,,,,,,,,,"""U.S. assures India of speedy justice,"" The Hindu, March 6, 2017.","""Sikh shot in Seattle draws international sympathy; Rash of hate-driven incidents has taken place across USA,"" USA Today, March 6, 2017.","""Gov. Inslee Issues Statement on Apparent Hate Crime Shooting in Kent,"" Targeted News Service, March 5, 2017.",START Primary Collection,-9,-9,0,-9,
2.02E+11,2017,3,20,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,The incident occurred in Chelsea.,"03/20/2017: An assailant stabbed Timothy Caughman with a sword in Chelsea neighborhood, New York City, United States. Caughman, an African-American civilian, was killed in the attack. James Harris Jackson, a white extremist, claimed responsibility for the incident and stated that he targeted Caughman in order to persuade white women against interracial relationships.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,71,Race/Ethnicity Identified,Not Applicable,African American Civilian: Timothy Caughman,217,United States,,,,,,,,,,,,,,,,,White extremists,White supremacists,,,,,"James Harris Jackson, a white extremist, claimed responsibility for the incident and stated that he targeted Caughman in order to persuade white women against interracial relationships.",0,,,1,1,1,1,8,Personal claim,,,,,,,,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,,,,,A sword with an 18-inch blade was used in the attack.,1,1,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""White Suspect in Black Man's Killing Is Indicted on Terror Charges,"" The New York Times, March 27, 2017.","""White supremacist charged with terrorism after 'killing black man in practice run',"" The Independent, March 28, 2017.","""White Supremacist James Harris Jackson Charged With Terrorism for Killing Black Man in NYC,"" NBCNews.com, March 27, 2017.",START Primary Collection,-9,-9,0,-9,
2.02E+11,2017,4,13,,0,,217,United States,1,North America,California,Fresno,36.795142,-119.791034,1,0,,"04/13/2017: An assailant shot and killed Carl Williams, a security guard, at a Motel 6 in Fresno, California, United States. Kori Ali Muhammad, an anti-white extremist, claimed responsibility for the incident and stated that he targeted the victim because Williams had disrespected him. Sources also noted that Muhammad had a history of anti-white and anti-government social media posts.",1,1,1,1,4,Lack of Intentionality,0,1,0,2,Armed Assault,,,,,1,Business,8,Hotel/Resort,Motel 6,Hotel Security Guard: Carl Williams,217,United States,,,,,,,,,,,,,,,,,Anti-White extremists,,,,,,"An anti-white extremist, identified as Kori Ali Muhammad, claimed responsibility for the incident and stated that he targeted Carl Williams because he felt disrespected by him.",0,,,1,1,1,1,8,Personal claim,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,1,1,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,There is doubt that this incident meets terrorism-related criteria. Sources stated that Muhammad shot Williams after an argument with the motel's security guards.,"""Fresno shooting suspect's mental competency to be evaluated,"" Los Angeles Times, April 21, 2017.","""Hate crime is suspected after a gunman kills 3 white men in downtown Fresno,"" Los Angeles Times, April 19, 2017.","""Fresno Gunman Targeted 'as Many White Males as Possible,' Cops Say,"" NBCNews.com, April 19, 2017.",START Primary Collection,-9,-9,0,-9,
2.02E+11,2017,4,18,,0,,217,United States,1,North America,California,Fresno,36.747696,-119.798892,1,0,,"04/18/2017: An assailant opened fire on civilians in Fresno, California, United States. The assailant first fired on a Pacific Gas and Electric (PG&E) energy truck, killing Zackary David Randalls. He then fired on another vehicle but stopped after realizing the passengers were Hispanic and instead shot Mark James Gassett. Finally, the assailant fired on David Martin Jackson at a nearby bus stop. Three people were killed in the one-minute shooting spree before the assailant surrendered to police. Kori Ali Muhammad, an anti-white extremist, claimed responsibility for the attack and stated that he targeted the victims because he wanted to kill ""as many white males as possible."" Sources also noted that Muhammad had a history of anti-white and anti-government social media posts.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,71,Race/Ethnicity Identified,Not Applicable,"White Male Civilians: Zackary David Randalls, Mark James Gassett, David Martin Jackson",217,United States,,,,,,,,,,,,,,,,,Anti-White extremists,,,,,,"An anti-white extremist, identified as Kori Ali Muhammad, claimed responsibility for the incident and stated that he targeted the victims because he wanted to kill ""as many white males as possible,"" who he believed ""were responsible for keeping the black people down.""",0,,,1,1,1,1,8,Personal claim,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,3,3,0,0,0,0,1,3,Minor (likely < $1 million),-99,Vehicles were damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Hate crime is suspected after a gunman kills 3 white men in downtown Fresno,"" Los Angeles Times, April 19, 2017.","""Fresno Gunman Targeted 'as Many White Males as Possible,' Cops Say,"" NBCNews.com, April 19, 2017.","""Three Dead in Fresno, California Shooting Spree,"" MSNBC Newsweek, April 18, 2017.",START Primary Collection,-9,-9,0,-9,
2.02E+11,2017,4,27,,0,,217,United States,1,North America,California,Fairfield,38.280951,-122.034046,1,0,The incident occurred in the 2900 block of North Texas Street.,"04/27/2017: An assailant threw a firebomb into an apartment in Fairfield, California, United States. There were no reported casualties in the incident. This was one of three related firebomb attacks overnight. Matthew Scott Jones was arrested and confessed to carrying out the attacks in order to ""make a statement."" Sources also noted that, prior to the attack, Jones allegedly had shouted racial slurs at the building's residents, who were African American.",1,0,1,1,4,Lack of Intentionality,1,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,76,House/Apartment/Residence,Not Applicable,Apartment,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,"An unaffiliated individual, identified as Matthew Scott Jones, claimed responsibility for the incident and stated that he carried out the attack in order to ""make a statement."" Sources also noted that prior to the attack, Jones allegedly shouted racial slurs at the building's residents, who were African American.",0,,,1,1,1,1,8,Personal claim,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,A firebomb composed of two propane cylinders and a gallon container of gas was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,An apartment was damaged in this attack.,0,,,,,,,,,,,,,,,,"There is doubt that this incident meets terrorism-related criteria. The assailant claimed that he targeted the apartment due to a personal dispute with its residents. Additionally, the assailant stated that he was under the influence of methamphetamine and that he was hearing voices in his head that led him to carry out the attacks.","""Fairfield man arrested for firebombings, hate crimes,"" The San Francisco Chronicle (California), April 28, 2017.","""2 new felony charges for suspect in Fairfield firebombings,"" Daily Republic, May 10, 2017.","""Alleged Fairfield firebomber says 'I wanted to make a statement',"" The Reporter, May 2, 2017.",START Primary Collection,-9,-9,0,-9,"201704270028, 201704270029, 201704280029"
2.02E+11,2017,4,28,,0,,217,United States,1,North America,Kentucky,Lexington,38.052751,-84.493642,1,0,The incident occurred at the Transylvania University.,"04/28/2017: An assailant equipped with a machete entered a cafe at Transylvania University in Lexington, Kentucky, United States. The assailant asked customers about their political affiliation and stabbed civilians who identified as Democrats, injuring two people. The assailant also suffered self-inflicted injuries before being arrested by police. Mitchell Adkins, a right-wing extremist, claimed responsibility for the incident and had previously written an online post complaining of discrimination against conservatives on college campuses.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,84,Political Party Member/Rally,Not Applicable,Democratic Party Member,217,United States,,,,,,,,,,,,,,,,,Right-wing extremists,,,,,,"An unaffiliated individual, identified as Mitchell Adkins, claimed responsibility for the incident, asking individuals if they were a Democrat or a Republican, targeting those who answered Democrat.",0,,,1,1,1,1,8,Personal claim,,,,,,,,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,,,,,A machete and knives were used in the attack.,0,0,0,3,3,1,0,,,,,0,,,,,,,,,,,,,,,,,"""Kentucky machete attack: Suspect asked campus victims about their politics, student says,"" FOXNews.com, April 29, 2017.","""Trump-supporting college machete attacker wrote about feeling bullied for being conservative,"" New York Daily News, April 28, 2017.","""Two Transylvania University Students Assaulted by Man Wielding Machete,"" NBCNews.com, April 28, 2017.",START Primary Collection,-9,-9,0,-9,
2.02E+11,2017,5,19,,0,,217,United States,1,North America,Florida,Tampa,28.088985,-82.403127,1,0,,"05/19/2017: An assailant, identified as Devon Arthurs, shot and killed Jeremy Himmelman and Andrew Oneschuk at their shared apartment in Tampa, Florida, United States. This was one of two attacks by Arthurs on the same day. Arthurs claimed responsibility for the incident and stated that he had targeted Himmelman and Oneschuk, who were two of his roommates as well as alleged neo-Nazis and fellow members of the Atomwaffen Division, because they had ""disrespected"" his conversion to Islam in the year prior to the attack. He also made statements that he was frustrated about global anti-Muslim sentiment and United States airstrikes in the Muslim world.",1,1,1,0,,,1,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,68,Named Civilian,Not Applicable,"Civilians: Jeremy Himmelman, Andrew Oneschuk",217,United States,,,,,,,,,,,,,,,,,Muslim extremists,,,,,,"An unaffiliated individual, identified as Devon Arthurs, claimed responsibility for the incident and stated that he targeted his roommates because they had ""disrespected"" his conversion to Islam. He also stated that he was frustrated about global anti-Muslim sentiment and United States (US) airstrikes within the Muslim world.",0,,,1,1,1,1,8,Personal claim,,,,,,,,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,A rifle was used in the attack.,2,2,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,"Arthurs claimed that the victims, along with another roommate Brandon Russell, had been planning to carry out terrorist attacks motivated by their neo-Nazi and white supremacist beliefs.","""'Neo-Nazi' aimed to hit Turkey Point nuclear plant, Tampa murder suspect tells police,"" Miami Herald, June 14, 2017.","""How an 18-year-old gamer went from neo-Nazi to Muslim to alleged killer,"" VICE News, May 25, 2017.","""Police: Florida suspect killed neo-Nazi roommates to stop terrorism,"" UPI, May 23, 2017.",START Primary Collection,-9,-9,0,-9,"201705190057, 201705190058"
2.02E+11,2017,5,19,,0,,217,United States,1,North America,Florida,Tampa,28.088081,-82.404704,1,0,,"05/19/2017: An assailant, identified as Devon Arthurs, held three people hostage at Green Planet Smoke Shop in Tampa, Florida, United States. Police arrived at the shop several minutes later, after which one hostage escaped and Arthurs released the remaining two hostages unharmed. This was one of two attacks by Arthurs on the same day. Arthurs, who had previously identified as a member of the neo-Nazi Atomwaffen Division, claimed responsibility for the incident and made statements during the attack that he was frustrated about global anti-Muslim sentiment and United States airstrikes in the Muslim world.",1,1,1,0,,,1,1,0,5,Hostage Taking (Barricade Incident),,,,,1,Business,7,Retail/Grocery/Bakery,Green Planet Smoke Shop,Shop,217,United States,,,,,,,,,,,,,,,,,Muslim extremists,,,,,,"An unaffiliated individual, identified as Devon Arthurs, claimed responsibility for the incident and stated that he was frustrated about global anti-Muslim sentiment and United States (US) airstrikes within the Muslim world.",0,,,1,1,1,1,8,Personal claim,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,A black semiautomatic pistol was used in the attack.,0,0,0,0,0,0,0,,,,,1,3,3,1,,,,0,,,,,,6,Combination,3,,"""'Neo-Nazi' aimed to hit Turkey Point nuclear plant, Tampa murder suspect tells police,"" Miami Herald, June 14, 2017.","""How an 18-year-old gamer went from neo-Nazi to Muslim to alleged killer,"" VICE News, May 25, 2017.","""Police: Florida suspect killed neo-Nazi roommates to stop terrorism,"" UPI, May 23, 2017.",START Primary Collection,-9,-9,0,-9,"201705190057, 201705190058"
2.02E+11,2017,5,20,,0,,217,United States,1,North America,Maryland,College Park,38.988155,-76.931633,1,0,The incident occurred near the Montgomery Hall bus stop on Regents Drive.,"05/20/2017: An assailant stabbed Richard Collins III on the University of Maryland campus in College Park, Maryland, United States. Collins, an African American student from Bowie State University, was killed in the attack. No group claimed responsibility for the incident; however, authorities arrested Sean Urbanski, an unaffiliated individual, in connection with the attack. Sources also noted that Urbanski was a member of a Facebook group called ""Alt-Reich Nation.""",1,1,1,1,4,Lack of Intentionality,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,71,Race/Ethnicity Identified,Not Applicable,African American Student: Richard Collins III,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,"The specific motive is unknown; however, sources noted that the assailant, Sean Urbanski, was a member of a Facebook group called ""Alt-Reich Nation.""",0,,,1,1,1,0,,,,,,,,,,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,,,,,,1,1,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,"There is doubt that this incident meets terrorism-related criteria. Authorities have charged the assailant with a hate crime, but the specific motive remains unknown. Urbanski's attorney also claimed that the assailant may have been under the influence of drugs and alcohol at the time of the attack.","""'We Didn't Have Enough': No Hate Crime Charges Brought in UMd. Killing,"" NBC Washington, July 13, 2017.","""Our homegrown terrorist problem,"" The Washington Post, May 27, 2017.","""White supremacy is deadly: When will we start taking this rhetoric seriously?,"" Salon, May 22, 2017.",START Primary Collection,-9,-9,0,-9,
2.02E+11,2017,5,26,,0,,217,United States,1,North America,Oregon,Portland,45.533293,-122.65353,1,0,The incident occurred at the Lloyd Center.,"05/26/2017: An assailant armed with a knife shouted racial and religious slurs at two passengers on a MAX light rail train in Portland, Oregon, United States. The assailant then stabbed three passengers who attempted to intervene. Rick John Best and Taliesin Myrddin Namkai-Meche were killed and Micah David-Cole Fletcher was injured in the attack. Jeremy Joseph Christian, an anti-Muslim extremist, claimed responsibility for the incident and stated that ""Muslims should die"" during the attack.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,69,Religion Identified,Not Applicable,Muslim Civilian,217,United States,14,Private Citizens & Property,68,Named Civilian,Not Applicable,"Civilians: Taliesin Myrddin Namkai-Meche, Rick John Best, Micah David-Cole Fletcher",217,United States,,,,,,,,,Anti-Muslim extremists,,,,,,"An unaffiliated individual, identified as Jeremy Joseph Christian, claimed responsibility for the incident and stated that ""Muslims should die"" during the attack.",1,,,1,1,1,1,8,Personal claim,,,,,,,,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,,,,,A knife was used in the attack.,2,2,0,1,1,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Portland train stabbing suspect has another outburst in court,"" CNN.com, June 7, 2017.","""Accused Portland stabber reveals himself -- in his own words,"" CNN.com, June 7, 2017.","""MAX attack suspect back in court for scheduling of bail hearing,"" The Oregonian, July 18, 2017.",START Primary Collection,-9,-9,0,-9,
2.02E+11,2017,5,26,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,The incident occurred at the intersection of Fulton and Miller Avenue in Brooklyn.,"05/26/2017: Two assailants shouted homophobic slurs and assaulted a woman with an umbrella outside a store in Brooklyn, New York, United States. The woman suffered numerous cuts to her face during the incident. Police later arrested Alex Santiago in connection with the attack, but have not identified the second assailant.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilian,217,United States,,,,,,,,,,,,,,,,,Anti-LGBT extremists,,,,,,"The specific motive is unknown; however, sources noted that the assailants yelled homophobic slurs during the attack.",0,,,1,2,1,0,,,,,,,,,,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,,,,,A sharp-edged point of an umbrella was used in the attack.,0,0,0,1,1,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Man arrested for cutting woman's face with umbrella in Brooklyn hate crime assault; accomplice sought,"" New York Daily News, June 2, 2017.","""One of two men in custody in connection to hate crime assault,"" News 12 Brooklyn, June 2, 2017.",,START Primary Collection,-9,-9,0,-9,
